date,year,quarter,month,day,day_of_week,is_weekend
2018-12-04,2018,4,12,4,Tuesday,False
2018-12-05,2018,4,12,5,Wednesday,False
2018-12-06,2018,4,12,6,Thursday,False
2018-12-07,2018,4,12,7,Friday,False
2018-12-08,2018,4,12,8,Saturday,True
2018-12-09,2018,4,12,9,Sunday,True
2018-12-10,2018,4,12,10,Monday,False
2018-12-11,2018,4,12,11,Tuesday,False
2018-12-13,2018,4,12,13,Thursday,False
2018-12-14,2018,4,12,14,Friday,False
2018-12-15,2018,4,12,15,Saturday,True
2018-12-16,2018,4,12,16,Sunday,True
2018-12-17,2018,4,12,17,Monday,False
2018-12-18,2018,4,12,18,Tuesday,False
2018-12-19,2018,4,12,19,Wednesday,False
2018-12-20,2018,4,12,20,Thursday,False
2018-12-21,2018,4,12,21,Friday,False
2018-12-22,2018,4,12,22,Saturday,True
2018-12-23,2018,4,12,23,Sunday,True
2018-12-24,2018,4,12,24,Monday,False
2018-12-25,2018,4,12,25,Tuesday,False
2018-12-26,2018,4,12,26,Wednesday,False
2018-12-27,2018,4,12,27,Thursday,False
2018-12-28,2018,4,12,28,Friday,False
2018-12-29,2018,4,12,29,Saturday,True
2018-12-30,2018,4,12,30,Sunday,True
